model,feature_group,noise_intensity,metric,seed_count,clean_performance,mean_noisy_performance,std_noisy_performance,noisy_performance_ci95_lower,noisy_performance_ci95_upper,mean_performance_degradation,std_performance_degradation,degradation_ci95_lower,degradation_ci95_upper
Logistic Regression,volatility,0.05,roc_auc,30,0.8054535893521757,0.8037335797540218,0.0020893198417056063,0.8029859262506869,0.8044812332573568,0.001720009598153945,0.0020893198417056063,0.0009723560948190265,0.0024676631014888635
Logistic Regression,volatility,0.05,average_precision,30,0.3874020618937343,0.3856661884637103,0.0027196012444380556,0.38469299165703175,0.3866393852703889,0.0017358734300240357,0.0027196012444380556,0.0007626766233454441,0.002709070236702627
Random Forest,volatility,0.05,accuracy,30,0.858433734939759,0.8581576305220884,0.002040604042766354,0.8574274097435176,0.8588878513006591,0.00027610441767068986,0.002040604042766354,-0.0004541163609000977,0.0010063251962414775
Random Forest,volatility,0.05,balanced_accuracy,30,0.6510152089895901,0.6518678960472285,0.004310495283588892,0.6503254051200122,0.6534103869744448,-0.0008526870576382721,0.004310495283588892,-0.0023951779848545647,0.0006898038695780205
Random Forest,volatility,0.05,precision,30,0.43448275862068964,0.4338013946694842,0.008827439602269012,0.4306425359766351,0.4369602533623333,0.000681363951205514,0.00882743960226901,-0.0024774947416435693,0.0038402226440545973
Random Forest,volatility,0.05,recall,30,0.3727810650887574,0.37514792899408284,0.008310215974648597,0.3721741563993404,0.3781217015888253,-0.0023668639053254317,0.008310215974648595,-0.005340636500067912,0.0006069086894170479
Random Forest,volatility,0.05,f1_score,30,0.4012738853503185,0.40231765336365044,0.007811332563215439,0.39952240390493926,0.4051129028223616,-0.0010437680133320304,0.007811332563215439,-0.003839017472043224,0.0017514814453791633
Random Forest,volatility,0.05,roc_auc,30,0.7915362662160299,0.7918531414383275,0.0024035949916160503,0.7909930260169313,0.7927132568597237,-0.0003168752222977041,0.0024035949916160503,-0.0011769906436938779,0.0005432401990984695
Random Forest,volatility,0.05,average_precision,30,0.3998756330234307,0.3963563698836459,0.004012325534501712,0.3949205776308229,0.39779216213646895,0.003519263139784782,0.004012325534501712,0.0020834708869617497,0.004955055392607814
Logistic Regression,volatility,0.1,accuracy,30,0.848644578313253,0.8470883534136546,0.0031262954211149236,0.8459696229649224,0.8482070838623869,0.001556224899598398,0.0031262954211149236,0.0004374944508661574,0.0026749553483306388
Logistic Regression,volatility,0.1,balanced_accuracy,30,0.7085862634080593,0.714433819537689,0.0044260528939395714,0.7128499768506842,0.7160176622246939,-0.0058475561296296346,0.0044260528939395714,-0.007431398816634494,-0.004263713442624775
Logistic Regression,volatility,0.1,precision,30,0.4230769230769231,0.42102521759840095,0.008593464548155903,0.4179500858033723,0.4241003493934296,0.002051705478522183,0.008593464548155905,-0.0010234263165064907,0.005126837273550856
Logistic Regression,volatility,0.1,recall,30,0.5207100591715976,0.5364891518737672,0.007665316596042647,0.533746153557854,0.5392321501896804,-0.01577909270216965,0.007665316596042648,-0.018522091018082883,-0.013036094386256419
Logistic Regression,volatility,0.1,f1_score,30,0.46684350132625996,0.4717626783699264,0.007484242745875865,0.4690844764991228,0.47444088024073,-0.004919177043666436,0.007484242745875864,-0.007597378914470038,-0.0022409751728628344
Logistic Regression,volatility,0.1,roc_auc,30,0.8054535893521757,0.7996240723060927,0.003987687300981839,0.7981970967319032,0.8010510478802821,0.005829517046083096,0.003987687300981839,0.004402541471893661,0.007256492620272531
Logistic Regression,volatility,0.1,average_precision,30,0.3874020618937343,0.38187190386224246,0.005087155275915848,0.38005148872611744,0.3836923189983675,0.00553015803149172,0.005087155275915848,0.003709742895366709,0.007350573167616731
Random Forest,volatility,0.1,accuracy,30,0.858433734939759,0.8593624497991968,0.002904197968274028,0.8583231959032565,0.8604017036951372,-0.0009287148594377367,0.002904197968274028,-0.0019679687553781837,0.00011053903650271035
Random Forest,volatility,0.1,balanced_accuracy,30,0.6510152089895901,0.657359775906932,0.005103095380616383,0.6555336566775968,0.6591858951362671,-0.006344566917341857,0.005103095380616384,-0.008170686146677007,-0.004518447688006707
Random Forest,volatility,0.1,precision,30,0.43448275862068964,0.4403184958670416,0.011743198534468757,0.4361162462404427,0.44452074549364046,-0.005835737246351937,0.011743198534468756,-0.010037986872950832,-0.0016334876197530426
Random Forest,volatility,0.1,recall,30,0.3727810650887574,0.3863905325443787,0.010325109074120696,0.38269573971396187,0.39008532537479557,-0.013609467455621294,0.010325109074120698,-0.017304260286038122,-0.009914674625204466
Random Forest,volatility,0.1,f1_score,30,0.4012738853503185,0.4115067641055008,0.009147284755149468,0.40823345029462604,0.41478007791637556,-0.010232878755182383,0.009147284755149468,-0.013506192566057125,-0.0069595649443076404
Random Forest,volatility,0.1,roc_auc,30,0.7915362662160299,0.7905208019563897,0.004104727812911835,0.7890519439728967,0.7919896599398828,0.0010154642596402086,0.004104727812911835,-0.0004533937238528874,0.002484322243133305
Random Forest,volatility,0.1,average_precision,30,0.3998756330234307,0.3919387104900985,0.006575506150233594,0.38958569583370717,0.3942917251464898,0.00793692253333218,0.006575506150233594,0.005583907876940877,0.010289937189723482
Logistic Regression,volatility,0.2,accuracy,30,0.848644578313253,0.837073293172691,0.00567473167056574,0.8350426165241025,0.8391039698212794,0.01157128514056226,0.005674731670565741,0.009540608491973811,0.01360196178915071
Logistic Regression,volatility,0.2,balanced_accuracy,30,0.7085862634080593,0.7063374193559369,0.008649610396108034,0.7032421960272516,0.7094326426846221,0.0022488440521226632,0.008649610396108036,-0.0008463792765626534,0.00534406738080798
Logistic Regression,volatility,0.2,precision,30,0.4230769230769231,0.3958297914905276,0.014548770322790266,0.3906235808932217,0.4010360020878335,0.02724713158639542,0.014548770322790268,0.022040920989089507,0.03245334218370133
Logistic Regression,volatility,0.2,recall,30,0.5207100591715976,0.5309664694280078,0.014404895877115206,0.5258117436398738,0.5361211952161419,-0.010256410256410269,0.014404895877115208,-0.015411136044544256,-0.005101684468276281
Logistic Regression,volatility,0.2,f1_score,30,0.46684350132625996,0.4534807055156468,0.013954009109260852,0.44848732748522063,0.45847408354607294,0.013362795810613224,0.01395400910926085,0.008369417780187061,0.018356173841039387
Logistic Regression,volatility,0.2,roc_auc,30,0.8054535893521757,0.7860476197769621,0.007268850788441032,0.7834464949282361,0.7886487446256881,0.019405969575213636,0.007268850788441034,0.016804844726487637,0.022007094423939635
Logistic Regression,volatility,0.2,average_precision,30,0.3874020618937343,0.3704851071732393,0.009030591050344131,0.3672535516683325,0.37371666267814607,0.016916954720495033,0.009030591050344131,0.013685399215588236,0.02014851022540183
Random Forest,volatility,0.2,accuracy,30,0.858433734939759,0.8577058232931728,0.004159741877666047,0.856217278779439,0.8591943678069066,0.0007279116465863582,0.004159741877666047,-0.0007606328671474134,0.00221645616032013
