model,feature_group,noise_intensity,metric,seed_count,clean_performance,mean_noisy_performance,std_noisy_performance,noisy_performance_ci95_lower,noisy_performance_ci95_upper,mean_performance_degradation,std_performance_degradation,degradation_ci95_lower,degradation_ci95_upper
Logistic Regression,volatility,0.1,f1_score,30,0.3880597014925373,0.39755732628031837,0.00662129992630979,0.39518792453161555,0.3999267280290212,-0.009497624787781083,0.00662129992630979,-0.011867026536483898,-0.007128223039078268
Logistic Regression,volatility,0.1,roc_auc,30,0.6075156576200418,0.6070525118019899,0.0036714285971064706,0.6057387079515322,0.6083663156524477,0.00046314581805188365,0.003671428597106471,-0.0008506580324058931,0.0017769496685096605
Logistic Regression,volatility,0.1,average_precision,30,0.4248495663195855,0.4251122899999474,0.002182204055628106,0.42433139830753414,0.4258931816923606,-0.00026272368036192595,0.0021822040556281055,-0.00104361537277515,0.0005181680120512982
Random Forest,volatility,0.1,accuracy,30,0.6935240963855421,0.695933734939759,0.0058274402760463435,0.6938484122185119,0.698019057661006,-0.0024096385542168976,0.0058274402760463435,-0.004494961275463978,-0.0003243158329698176
Random Forest,volatility,0.1,balanced_accuracy,30,0.5851972013767421,0.5815866388308978,0.006243907022427143,0.579352285398441,0.5838209922633546,0.003610562545844431,0.0062439070224271425,0.0013762091133875673,0.005844915978301295
Random Forest,volatility,0.1,precision,30,0.4359861591695502,0.4382448745607324,0.013352528580612118,0.4334667335732211,0.44302301554824375,-0.0022587153911820404,0.013352528580612118,-0.007036856378693388,0.0025194255963293067
Random Forest,volatility,0.1,recall,30,0.34054054054054056,0.3233333333333333,0.009047293614207832,0.3200958008927089,0.3265708657739577,0.01720720720720722,0.009047293614207832,0.013969674766582826,0.02044473964783161
Random Forest,volatility,0.1,f1_score,30,0.38239757207890746,0.37207810836536476,0.010057132921400853,0.36847920956964375,0.37567700716108576,0.010319463713542738,0.010057132921400853,0.0067205649178217405,0.013918362509263735
Random Forest,volatility,0.1,roc_auc,30,0.5833380353213339,0.5852474186085878,0.004748915256404707,0.5835480411089737,0.5869467961082018,-0.0019093832872538222,0.004748915256404707,-0.0036087607868678364,-0.00021000578763980785
Random Forest,volatility,0.1,average_precision,30,0.4320047066000814,0.43067610949222196,0.003138664233400025,0.4295529529208576,0.4317992660635863,0.0013285971078594268,0.0031386642334000256,0.00020544053649509584,0.002451753679223758
Logistic Regression,volatility,0.2,accuracy,30,0.6295180722891566,0.6240712851405623,0.006431255363707314,0.621769889965187,0.6263726803159376,0.00544678714859432,0.006431255363707314,0.0031453919732189763,0.007748182323969663
Logistic Regression,volatility,0.2,balanced_accuracy,30,0.5657168650905603,0.5723924655344279,0.0077616131154552015,0.5696150079515989,0.5751699231172569,-0.006675600443867657,0.007761613115455201,-0.009453058026696663,-0.0038981428610386525
Logistic Regression,volatility,0.2,precision,30,0.35944700460829493,0.36146580706540377,0.008754619758746997,0.3583330066188963,0.36459860751191125,-0.0020188024571088166,0.008754619758746997,-0.005151602903616312,0.0011139979893986787
Logistic Regression,volatility,0.2,recall,30,0.42162162162162165,0.45567567567567574,0.014099146243222982,0.45063036098887715,0.4607209903624743,-0.03405405405405404,0.014099146243222982,-0.03909936874085264,-0.02900873936725544
Logistic Regression,volatility,0.2,f1_score,30,0.3880597014925373,0.4031042229990539,0.010363932256764598,0.39939553747115014,0.4068129085269577,-0.015044521506516594,0.010363932256764598,-0.018753207034420384,-0.011335835978612804
Logistic Regression,volatility,0.2,roc_auc,30,0.6075156576200418,0.6052877616656323,0.007057082595440296,0.6027624170915351,0.6078131062397294,0.0022278959544095606,0.007057082595440296,-0.00029744861968761206,0.004753240528506734
Logistic Regression,volatility,0.2,average_precision,30,0.4248495663195855,0.42406212584479336,0.004258582441994039,0.4225382116893627,0.42558604000022404,0.0007874404747921208,0.004258582441994039,-0.0007364736806385856,0.0023113546302228273
Random Forest,volatility,0.2,accuracy,30,0.6935240963855421,0.6954819277108434,0.006722358824731428,0.6930763624997832,0.6978874929219036,-0.00195783132530124,0.006722358824731427,-0.0043633965363614625,0.00044773388575898186
Random Forest,volatility,0.2,balanced_accuracy,30,0.5851972013767421,0.5780387067652203,0.006571829101935818,0.5756870079236635,0.5803904056067771,0.007158494611521796,0.0065718291019358195,0.0048067957699650075,0.009510193453078585
Random Forest,volatility,0.2,precision,30,0.4359861591695502,0.43558895134935377,0.015685264595466913,0.4299760514996292,0.44120185119907834,0.00039720782019652307,0.015685264595466913,-0.005215692029528067,0.006010107669921112
Random Forest,volatility,0.2,recall,30,0.34054054054054056,0.3127927927927928,0.009730074896366228,0.3093109302082492,0.31627465537733646,0.02774774774774776,0.009730074896366226,0.02426588516320414,0.03122961033229138
Random Forest,volatility,0.2,f1_score,30,0.38239757207890746,0.3640271534366394,0.010608523819247572,0.36023094194218597,0.3678233649310928,0.01837041864226804,0.010608523819247572,0.014574207147814641,0.02216663013672144
Random Forest,volatility,0.2,roc_auc,30,0.5833380353213339,0.5867927739848408,0.007294485659793382,0.5841824758152131,0.5894030721544684,-0.003454738663506903,0.007294485659793382,-0.006065036833134539,-0.0008444404938792666
Random Forest,volatility,0.2,average_precision,30,0.4320047066000814,0.4300977495830629,0.00518462705277276,0.42824245461954685,0.43195304454657896,0.001906957017018605,0.005184627052772759,5.166205350256247e-05,0.0037622519805346477
Logistic Regression,volatility,0.5,accuracy,30,0.6295180722891566,0.6016315261044176,0.010714150272463054,0.5977975166691152,0.60546553553972,0.0278865461847389,0.010714150272463054,0.02405253674943652,0.03172055562004128
Logistic Regression,volatility,0.5,balanced_accuracy,30,0.5657168650905603,0.5684789068818297,0.010700965235623418,0.5646496156513651,0.5723081981122943,-0.002762041791269343,0.010700965235623416,-0.006591333021733969,0.0010672494391952836
Logistic Regression,volatility,0.5,precision,30,0.35944700460829493,0.348439700009397,0.011307660309401966,0.34439330573500765,0.35248609428378636,0.01100730459889796,0.011307660309401966,0.006960910324508629,0.01505369887328729
Logistic Regression,volatility,0.5,recall,30,0.42162162162162165,0.4936036036036036,0.018569307744575703,0.48695866216735006,0.5002485450398572,-0.07198198198198197,0.018569307744575703,-0.0786269234182355,-0.06533704054572843
Logistic Regression,volatility,0.5,f1_score,30,0.3880597014925373,0.4084158683431732,0.01275414513657689,0.4038518561210812,0.41297988056526524,-0.020356166850635935,0.01275414513657689,-0.024920179072727942,-0.015792154628543928
Logistic Regression,volatility,0.5,roc_auc,30,0.6075156576200418,0.5962247738343773,0.013357044025662432,0.5914450170156067,0.601004530653148,0.011290883785664603,0.013357044025662434,0.006511126966893916,0.01607064060443529
Logistic Regression,volatility,0.5,average_precision,30,0.4248495663195855,0.41038593067364093,0.009484799526182556,0.40699183875309,0.4137800225941919,0.014463635645944533,0.009484799526182556,0.011069543725393595,0.017857727566495472
Random Forest,volatility,0.5,accuracy,30,0.6935240963855421,0.6891817269076305,0.008092529159305261,0.6862858525393215,0.6920776012759394,0.004342369477911615,0.00809252915930526,0.0014464951096026736,0.007238243846220557
Random Forest,volatility,0.5,balanced_accuracy,30,0.5851972013767421,0.5739760950930055,0.007602005393649415,0.5712557523999054,0.5766964377861056,0.011221106283736812,0.0076020053936494145,0.008500763590636699,0.013941448976836924
Random Forest,volatility,0.5,precision,30,0.4359861591695502,0.4226770364284095,0.01737530685276167,0.4164593627239461,0.42889471013287284,0.013309122741140766,0.017375306852761674,0.007091449036677413,0.01952679644560412
Random Forest,volatility,0.5,recall,30,0.34054054054054056,0.3137837837837838,0.013566531597182114,0.3089290628003001,0.3186385047672675,0.026756756756756775,0.01356653159718211,0.021902035773273064,0.031611477740240486
Random Forest,volatility,0.5,f1_score,30,0.38239757207890746,0.3599787039771193,0.012542294498034451,0.3554905015324143,0.3644669064218243,0.02241886810178819,0.012542294498034451,0.017930665657083206,0.026907070546493175
Random Forest,volatility,0.5,roc_auc,30,0.5833380353213339,0.5844308713724161,0.009908677564614133,0.5808850966438556,0.5879766461009767,-0.0010928360510823502,0.009908677564614134,-0.0046386107796429,0.0024529386774781994
Random Forest,volatility,0.5,average_precision,30,0.4320047066000814,0.4185487073404719,0.007682849970709689,0.4157994347870133,0.4212979798939305,0.013455999259609462,0.007682849970709689,0.01070672670615087,0.016205271813068054
Logistic Regression,volatility,1.0,accuracy,30,0.6295180722891566,0.563805220883534,0.010816677465530207,0.5599345225633833,0.5676759192036848,0.06571285140562243,0.010816677465530205,0.061842153085471675,0.06958354972577319
Logistic Regression,volatility,1.0,balanced_accuracy,30,0.5657168650905603,0.5526842709097407,0.011793497456861687,0.5484640220449254,0.556904519774556,0.013032594180819672,0.011793497456861687,0.008812345316004406,0.017252843045634937
